Genes	Transcript_Length	GC_Content
10831	ENSG00000132466	10784	36.17
10685	ENSG00000132467	2073	44.81
16277	ENSG00000132470	5919	57.98
8091	ENSG00000132471	3718	55.06
16941	ENSG00000132475	2787	47.38
16957	ENSG00000132478	3925	50.87
12129	ENSG00000132481	2266	65.14
4738	ENSG00000132485	3677	34.21
13817	ENSG00000132507	1511	55.3
8368	ENSG00000132510	6713	60.63
7708	ENSG00000132514	1800	53.21
3514	ENSG00000132518	3698	55.58
13882	ENSG00000132522	1977	56.28
16841	ENSG00000132530	3623	44.21
3574	ENSG00000132535	3975	55.08
7660	ENSG00000132541	1057	39.14
4665	ENSG00000132549	14094	36.65
6653	ENSG00000132561	4106	44.74
18043	ENSG00000132570	5621	42.21
12326	ENSG00000132581	1568	47.11
8273	ENSG00000132589	2756	54.35
17283	ENSG00000132591	1925	50.7
943	ENSG00000132600	4238	48.59
17187	ENSG00000132603	2402	45.71
17070	ENSG00000132604	2983	44.29
17166	ENSG00000132612	4100	54.49
6416	ENSG00000132613	4992	56.24
2787	ENSG00000132622	3151	56.29
3443	ENSG00000132623	5303	37.26
10726	ENSG00000132635	2016	57.7
5345	ENSG00000132640	5137	38.63
6708	ENSG00000132646	1359	42.54
2482	ENSG00000132661	1123	48.94
16055	ENSG00000132664	2416	40.58
9799	ENSG00000132669	4505	45.4
2657	ENSG00000132670	3725	43.04
4859	ENSG00000132676	2089	44.89
1587	ENSG00000132680	4499	42.57
8841	ENSG00000132681	3916	45.77
15235	ENSG00000132694	6889	44.51
1039	ENSG00000132698	1110	51.25
5222	ENSG00000132704	4448	40.89
12142	ENSG00000132716	4106	42.25
2939	ENSG00000132718	5240	46.5
15682	ENSG00000132740	3961	50.65
13726	ENSG00000132749	3495	45.1
4374	ENSG00000132763	5296	47.99
11099	ENSG00000132768	2472	56.05
4919	ENSG00000132773	2389	53.53
2116	ENSG00000132780	3659	42.9
4071	ENSG00000132781	1929	51.03
15602	ENSG00000132792	2990	42.04
16087	ENSG00000132793	4363	55.11
17637	ENSG00000132801	2773	46.55
16586	ENSG00000132819	2382	59.97
10937	ENSG00000132823	1616	40.61
8760	ENSG00000132824	4445	42.56
8493	ENSG00000132825	3630	49.7
2868	ENSG00000132832	1416	46.49
6471	ENSG00000132837	3106	41.48
904	ENSG00000132840	2050	43.35
6649	ENSG00000132842	5838	36.53
17009	ENSG00000132846	6172	43.7
4014	ENSG00000132849	8730	40.66
2940	ENSG00000132855	2805	29.4
16576	ENSG00000132874	4746	42.88
11707	ENSG00000132879	3320	54.94
3531	ENSG00000132881	1545	54.05
8199	ENSG00000132906	4463	48.7
16512	ENSG00000132912	4208	38.73
3244	ENSG00000132915	5706	43.36
5273	ENSG00000132932	9575	41.76
3043	ENSG00000132938	7430	40.72
10318	ENSG00000132950	3268	42.61
7826	ENSG00000132952	4074	38.94
7362	ENSG00000132953	9921	38.5
2140	ENSG00000132963	1428	39.25
11186	ENSG00000132964	3055	36.99
10836	ENSG00000132965	1224	45.66
14850	ENSG00000132967	985	39.42
10715	ENSG00000132970	4823	39.78
7421	ENSG00000132972	5119	37.98
3948	ENSG00000133019	8780	38.67
3288	ENSG00000133026	7762	42
8214	ENSG00000133027	1050	55.22
10178	ENSG00000133028	9612	41.24
6394	ENSG00000133030	10960	51.29
6258	ENSG00000133048	1920	54.78
3274	ENSG00000133055	1805	57.62
4139	ENSG00000133056	7686	49.35
7116	ENSG00000133059	7874	43.55
4477	ENSG00000133063	5607	45.2
2842	ENSG00000133065	4997	50.84
4530	ENSG00000133067	3567	49.61
9139	ENSG00000133069	3738	51.21
6706	ENSG00000133101	1879	42.94
12918	ENSG00000133103	5257	35.35
15192	ENSG00000133104	4944	39.04
11100	ENSG00000133105	3319	39.17
10332	ENSG00000133106	4603	39.57
6756	ENSG00000133111	2304	38.45
14785	ENSG00000133112	4814	44.18
11241	ENSG00000133114	5368	38.86
1397	ENSG00000133116	5006	40.43
17260	ENSG00000133119	2402	37.82
4920	ENSG00000133121	5917	40.86
10072	ENSG00000133131	3834	39.77
10940	ENSG00000133134	1077	57.03
16169	ENSG00000133136	207	50.24
10048	ENSG00000133138	5717	36.59
8938	ENSG00000133142	1571	39.32
15625	ENSG00000133193	2865	43.89
18164	ENSG00000133195	2752	45.91
323	ENSG00000133216	10816	51.95
992	ENSG00000133226	4011	41.76
13613	ENSG00000133243	2763	55.3
8937	ENSG00000133246	2667	57.13
15667	ENSG00000133247	2308	64.88
4248	ENSG00000133250	2300	62.76
2070	ENSG00000133256	3280	56.84
15826	ENSG00000133265	1768	51.91
15732	ENSG00000133275	2918	61.03
11150	ENSG00000133302	5905	36.06
7386	ENSG00000133313	5130	51.18
14450	ENSG00000133315	1205	58.06
13082	ENSG00000133316	1736	51.65
15946	ENSG00000133317	1816	52.28
17425	ENSG00000133318	4937	42.12
12936	ENSG00000133321	938	48.53
9528	ENSG00000133328	742	47.86
12869	ENSG00000133392	6886	48.17
6837	ENSG00000133393	2275	41.7
13526	ENSG00000133398	1141	45.03
14419	ENSG00000133401	11704	45.4
4700	ENSG00000133422	5181	45.11
7155	ENSG00000133424	5368	43.98
1737	ENSG00000133460	3264	50.84
10772	ENSG00000133466	5003	50.64
8076	ENSG00000133561	3910	49.01
11014	ENSG00000133574	2060	44.15
1681	ENSG00000133597	2377	50.51
5339	ENSG00000133606	3467	45.78
9206	ENSG00000133612	3751	57.73
7773	ENSG00000133619	4020	57.32
6885	ENSG00000133624	3520	46.36
2007	ENSG00000133627	5543	43.36
6089	ENSG00000133639	4680	42.46
607	ENSG00000133641	3079	36.21
1461	ENSG00000133657	8941	38.74
7428	ENSG00000133661	1281	44.59
14993	ENSG00000133678	2154	42.93
12814	ENSG00000133687	8805	39.27
11552	ENSG00000133703	5765	36.37
7954	ENSG00000133704	5325	35.93
14340	ENSG00000133706	4766	38.69
14355	ENSG00000133731	2690	37.59
11875	ENSG00000133739	4493	36.11
15550	ENSG00000133740	5042	39.49
9093	ENSG00000133742	2785	37.14
1968	ENSG00000133773	2101	35.35
12001	ENSG00000133789	4882	39.97
8759	ENSG00000133794	3862	45.43
6844	ENSG00000133800	3273	43.43
1759	ENSG00000133805	3994	44.29
18003	ENSG00000133812	7439	38.31
9006	ENSG00000133816	6625	45.98
9070	ENSG00000133818	2034	39.24
6880	ENSG00000133835	5540	37.34
5590	ENSG00000133858	7597	36.14
7849	ENSG00000133872	2154	40.19
11691	ENSG00000133874	1868	49.07
9196	ENSG00000133884	4840	48.63
14827	ENSG00000133895	3162	57.78
15499	ENSG00000133935	2633	44.19
4645	ENSG00000133943	3075	46.93
9761	ENSG00000133958	9100	39.32
18061	ENSG00000133961	5172	40.48
14643	ENSG00000133962	3623	38.73
16198	ENSG00000133983	1717	39.38
12725	ENSG00000133985	5217	45.44
14849	ENSG00000133997	1995	38.94
10415	ENSG00000134001	4485	37.7
8241	ENSG00000134007	2795	37.22
6064	ENSG00000134013	3549	48.42
16805	ENSG00000134014	3452	40.16
14564	ENSG00000134028	2348	36.35
1376	ENSG00000134030	5750	50.34
16862	ENSG00000134042	5257	44.16
1725	ENSG00000134046	5188	39.24
4631	ENSG00000134049	3689	38.68
9370	ENSG00000134056	1286	42.53
4562	ENSG00000134057	2169	43.63
6029	ENSG00000134058	1455	40.47
8115	ENSG00000134061	5388	42.96
533	ENSG00000134070	3483	48.9
14109	ENSG00000134072	1488	51.29
14178	ENSG00000134077	3961	40.09
456	ENSG00000134086	3737	47.55
4459	ENSG00000134107	3473	48.92
2085	ENSG00000134108	3005	40.82
2071	ENSG00000134109	6146	43.38
9894	ENSG00000134121	8023	37.02
11800	ENSG00000134146	3648	36.45
11897	ENSG00000134152	2723	40.54
7380	ENSG00000134153	1155	39.72
7295	ENSG00000134183	1339	44.61
4957	ENSG00000134184	1161	46.17
5704	ENSG00000134186	3728	37.93
77	ENSG00000134193	2327	43.63
7188	ENSG00000134198	3177	43.44
4409	ENSG00000134202	4046	47.16
8577	ENSG00000134215	4990	37.54
3263	ENSG00000134222	1870	53.65
3900	ENSG00000134242	3654	38.85
7315	ENSG00000134243	7028	42.27
2195	ENSG00000134245	10879	44.59
2996	ENSG00000134247	6178	44.19
1129	ENSG00000134248	1830	42.55
6092	ENSG00000134250	11389	39.74
2993	ENSG00000134253	3515	46.89
1260	ENSG00000134255	5300	36.54
6104	ENSG00000134256	3324	42.66
6137	ENSG00000134262	2818	43.25
16915	ENSG00000134265	3860	39.34
12862	ENSG00000134278	5665	40.66
6462	ENSG00000134283	5975	39.77
13974	ENSG00000134285	4957	51.54
13997	ENSG00000134287	4105	47.76
14796	ENSG00000134291	1515	46.67
7248	ENSG00000134294	4888	38.54
4491	ENSG00000134297	1839	41.34
14684	ENSG00000134308	2216	40.33
11388	ENSG00000134313	8735	38.39
10689	ENSG00000134317	5400	42.62
14551	ENSG00000134318	8292	36.75
13520	ENSG00000134321	3519	40
10009	ENSG00000134324	5690	46.76
13511	ENSG00000134326	2884	44.86
13871	ENSG00000134330	2793	45.86
15825	ENSG00000134333	2416	44.3
8740	ENSG00000134352	9057	37.41
5505	ENSG00000134369	13091	47.44
10849	ENSG00000134371	4969	35.71
11102	ENSG00000134375	2523	42.32
9641	ENSG00000134376	9023	36.53
17480	ENSG00000134419	3828	46.41
3301	ENSG00000134440	3099	42.81
17340	ENSG00000134444	8585	34.66
15797	ENSG00000134452	3702	45.82
14239	ENSG00000134453	3751	41.27
13954	ENSG00000134460	3176	44.48
16284	ENSG00000134461	2738	46.86
16839	ENSG00000134463	1767	47.51
11988	ENSG00000134470	1850	48.47
16650	ENSG00000134480	2391	35.03
17449	ENSG00000134489	3668	42.42
11603	ENSG00000134490	2941	45.61
15868	ENSG00000134504	4590	42.61
12661	ENSG00000134508	5002	48.32
15619	ENSG00000134516	6097	43.39
7698	ENSG00000134531	5921	44.22
17203	ENSG00000134532	6975	35.87
2057	ENSG00000134533	2264	36.92
11455	ENSG00000134539	15549	37.43
15405	ENSG00000134545	1600	33.24
11290	ENSG00000134551	673	43.08
17221	ENSG00000134571	4226	57.91
10301	ENSG00000134574	3101	47.15
12544	ENSG00000134575	2203	52.75
11205	ENSG00000134590	1181	60.29
2376	ENSG00000134594	1258	47.75
5924	ENSG00000134597	1528	43.77
11276	ENSG00000134602	3288	36.62
14534	ENSG00000134627	3759	40.25
1126	ENSG00000134644	5375	41.05
8464	ENSG00000134684	3238	46.35
10970	ENSG00000134686	3870	45.03
4704	ENSG00000134690	2469	45.82
7176	ENSG00000134697	2409	42.77
6803	ENSG00000134698	7116	41.53
6083	ENSG00000134709	5857	34.37
3393	ENSG00000134716	2549	39.79
2483	ENSG00000134717	4703	41.19
1250	ENSG00000134744	5858	38.59
1979	ENSG00000134748	5274	41.39
13017	ENSG00000134755	12325	37.02
10235	ENSG00000134757	5525	37.45
17002	ENSG00000134758	3570	40.11
10739	ENSG00000134759	8459	40.55
16000	ENSG00000134765	4271	35.2
3121	ENSG00000134769	6522	37.99
4642	ENSG00000134775	4967	43.06
4715	ENSG00000134779	4030	42.82
17014	ENSG00000134780	5757	57.5
12558	ENSG00000134802	2619	48.17
17270	ENSG00000134809	680	48.01
10911	ENSG00000134815	4372	54.23
17802	ENSG00000134824	5073	51.23
17006	ENSG00000134825	1692	58.49
7182	ENSG00000134827	1582	39.6
9821	ENSG00000134830	6746	49.36
2585	ENSG00000134851	1928	38.82
9362	ENSG00000134852	10304	37.44
17710	ENSG00000134864	2804	45.71
10294	ENSG00000134882	2525	41.75
7096	ENSG00000134884	3390	37.66
2572	ENSG00000134897	3859	40.15
7316	ENSG00000134899	5143	39.07
8558	ENSG00000134900	5447	37.69
4144	ENSG00000134901	2083	40.94
15624	ENSG00000134905	3516	48.05
10051	ENSG00000134909	10111	36.86
9092	ENSG00000134910	4558	41.03
13724	ENSG00000134954	5139	42.5
15921	ENSG00000134955	4654	52.89
17037	ENSG00000134962	6082	42.11
8419	ENSG00000134970	3757	37.91
17541	ENSG00000134982	10701	37.63
14413	ENSG00000134986	3564	38.48
15894	ENSG00000134987	7048	33.98
14021	ENSG00000134996	1319	40.24
11511	ENSG00000135002	2684	40.38
14072	ENSG00000135018	6055	38.75
12162	ENSG00000135040	2649	37.88
2703	ENSG00000135045	2327	42.71
1070	ENSG00000135046	2209	34.74
2592	ENSG00000135047	2177	46.28
4591	ENSG00000135048	6523	40.46
14938	ENSG00000135049	4473	36.66
5242	ENSG00000135052	3046	45.43
10104	ENSG00000135069	2188	45.59
8037	ENSG00000135070	1958	41.36
13513	ENSG00000135074	6481	44.66
1603	ENSG00000135077	2907	42.36
10943	ENSG00000135083	7376	46.73
4004	ENSG00000135090	4384	39.71
11118	ENSG00000135093	3742	42.28
1946	ENSG00000135094	1606	50.05
5217	ENSG00000135100	3442	52.2
1344	ENSG00000135108	6040	44.38
8513	ENSG00000135114	3266	48.47
5815	ENSG00000135116	5789	49
5134	ENSG00000135119	3882	47.15
11043	ENSG00000135124	4658	50.4
2945	ENSG00000135127	3055	43.81
6328	ENSG00000135144	3455	53.96
2235	ENSG00000135148	3178	44.88
8227	ENSG00000135164	4460	35.84
14861	ENSG00000135185	1273	43.9
11367	ENSG00000135205	3333	39.17
16113	ENSG00000135211	1023	42.55
4392	ENSG00000135218	6179	36.03
2586	ENSG00000135241	4268	37.75
3083	ENSG00000135245	1370	51.52
13768	ENSG00000135249	2976	41.55
2544	ENSG00000135250	3700	41.06
3243	ENSG00000135253	5108	54.94
96	ENSG00000135269	2782	37.73
1398	ENSG00000135272	4598	36.79
10678	ENSG00000135297	10857	42.61
14354	ENSG00000135299	5258	43.03
14388	ENSG00000135314	2053	44.69
1030	ENSG00000135315	5156	37
5546	ENSG00000135316	6764	40.05
5595	ENSG00000135317	3615	37.43
10848	ENSG00000135318	3918	43.07
17412	ENSG00000135333	6588	33.25
9377	ENSG00000135334	1662	40.89
4505	ENSG00000135336	2512	38.95
15043	ENSG00000135338	4719	34.98
7553	ENSG00000135341	4911	35.81
8338	ENSG00000135346	1010	36.89
15289	ENSG00000135362	3930	43.76
14740	ENSG00000135363	2294	46.4
16004	ENSG00000135365	8954	38.79
7856	ENSG00000135372	4002	45.79
7220	ENSG00000135378	5530	39.17
1682	ENSG00000135387	4108	40.22
2697	ENSG00000135390	1976	44.44
4137	ENSG00000135392	3416	49.07
4600	ENSG00000135404	1233	59.18
4734	ENSG00000135407	2891	47.57
2562	ENSG00000135414	8657	48.75
9842	ENSG00000135423	2694	47.05
3885	ENSG00000135424	4120	51.53
525	ENSG00000135426	4188	40.06
3294	ENSG00000135436	3088	47.62
6280	ENSG00000135437	1419	52.34
4710	ENSG00000135439	5388	57.66
1876	ENSG00000135441	1229	55.05
14870	ENSG00000135443	2447	54.51
4680	ENSG00000135446	2076	53.24
1951	ENSG00000135447	2491	53.68
11807	ENSG00000135451	2771	53.1
8682	ENSG00000135452	3434	51.32
4430	ENSG00000135457	3546	41.94
4673	ENSG00000135469	1652	50.99
11153	ENSG00000135472	4654	53.98
9146	ENSG00000135473	5372	47.67
8695	ENSG00000135476	6665	51.69
12127	ENSG00000135482	7228	48.69
2081	ENSG00000135486	4121	42.13
2761	ENSG00000135503	4563	44.84
4195	ENSG00000135506	3870	43.99
8345	ENSG00000135517	2599	46.66
9635	ENSG00000135519	3867	57.61
14170	ENSG00000135521	1847	39.74
5724	ENSG00000135525	4536	39.29
313	ENSG00000135535	4963	38.64
5009	ENSG00000135540	7500	40.97
9887	ENSG00000135541	5921	36.31
8632	ENSG00000135547	2678	43.64
8880	ENSG00000135549	1936	37.28
477	ENSG00000135587	1645	58.66
17095	ENSG00000135596	4381	50.36
4152	ENSG00000135597	6069	37.32
16849	ENSG00000135604	1926	41.1
5840	ENSG00000135605	3687	40.44
16678	ENSG00000135617	1083	52.11
10750	ENSG00000135622	6007	44.97
11415	ENSG00000135624	2031	46.07
13490	ENSG00000135631	6120	48.58
14546	ENSG00000135632	2593	50.97
10086	ENSG00000135636	6796	49.64
15356	ENSG00000135637	3406	52.12
8296	ENSG00000135643	4731	39.69
7263	ENSG00000135655	14950	34.93
6100	ENSG00000135677	5122	42.2
1645	ENSG00000135678	6655	41.46
4355	ENSG00000135679	12633	39.81
8353	ENSG00000135686	6488	51.31
16728	ENSG00000135698	1103	40.61
10885	ENSG00000135709	7772	51.63
17429	ENSG00000135720	4515	45.09
5466	ENSG00000135722	1658	60.47
10176	ENSG00000135723	4321	56.62
7129	ENSG00000135736	2463	56.06
10199	ENSG00000135740	4617	52.62
9322	ENSG00000135749	7518	40.87
4143	ENSG00000135763	5613	43.59
1531	ENSG00000135766	7097	39.65
7314	ENSG00000135775	7836	39.42
4468	ENSG00000135776	3857	43.62
5972	ENSG00000135778	8705	42.72
7147	ENSG00000135801	4062	41.9
6611	ENSG00000135821	6132	47.77
8968	ENSG00000135823	4851	40.71
6734	ENSG00000135828	4238	41.52
8955	ENSG00000135829	4240	38.24
8843	ENSG00000135835	9654	54.17
1678	ENSG00000135837	13491	36.47
6587	ENSG00000135838	3027	41.95
10756	ENSG00000135842	6928	40.12
3560	ENSG00000135845	2630	38.22
8952	ENSG00000135862	7889	40.08
4649	ENSG00000135870	11261	38.58
4114	ENSG00000135898	3828	48.83
11617	ENSG00000135899	2725	42.37
14720	ENSG00000135900	1748	37.45
18116	ENSG00000135902	3022	56.16
13984	ENSG00000135905	7320	39.37
8986	ENSG00000135912	4967	44.96
17646	ENSG00000135913	8032	39.62
1122	ENSG00000135914	2246	34.92
7002	ENSG00000135916	2078	58.43
13250	ENSG00000135919	5989	43.21
16151	ENSG00000135924	4487	56.92
3682	ENSG00000135925	2547	56.45
13435	ENSG00000135926	2936	54.43
11787	ENSG00000135929	2566	43.71
7798	ENSG00000135930	3525	44.37
157	ENSG00000135931	5759	45.69
3079	ENSG00000135932	3826	40.78
17307	ENSG00000135940	738	50.3
17977	ENSG00000135945	4751	39.33
11887	ENSG00000135951	3878	37.63
9871	ENSG00000135953	4049	41.84
13979	ENSG00000135956	6266	51.14
9588	ENSG00000135960	4323	48.85
7855	ENSG00000135966	5979	44.1
15719	ENSG00000135968	7537	38.51
3728	ENSG00000135972	1500	36.63
6557	ENSG00000135974	4768	38.53
7584	ENSG00000135976	6269	35.92
11860	ENSG00000135999	3649	37.09
5028	ENSG00000136002	5489	46.7
5680	ENSG00000136003	3685	45.76
2420	ENSG00000136010	7547	39.68
5920	ENSG00000136014	4022	41.64
3487	ENSG00000136021	5779	37.97
3844	ENSG00000136026	3093	44.3
2163	ENSG00000136040	7346	43.75
47	ENSG00000136044	3239	43.65
2632	ENSG00000136045	2621	40.59
2950	ENSG00000136048	3519	41.46
48	ENSG00000136051	5819	35.27
4328	ENSG00000136052	4449	37.31
13083	ENSG00000136059	4439	55.98
3826	ENSG00000136068	9463	46.61
12772	ENSG00000136098	3256	39.71
10892	ENSG00000136100	4607	39.35
16872	ENSG00000136104	7282	40.33
7666	ENSG00000136108	3629	38.86
6408	ENSG00000136111	6364	38.08
10759	ENSG00000136114	3189	43.72
8763	ENSG00000136122	3034	36.79
13483	ENSG00000136141	4710	40.02
14339	ENSG00000136143	3317	40.06
16439	ENSG00000136144	4033	42.24
12583	ENSG00000136146	2022	40.77
16726	ENSG00000136147	1626	41.72
12291	ENSG00000136149	612	57.19
6815	ENSG00000136152	4498	39.15
6808	ENSG00000136153	8237	38.67
10655	ENSG00000136156	10137	37.31
16594	ENSG00000136158	2708	47.95
14335	ENSG00000136159	2098	41.59
13909	ENSG00000136160	4471	38.12
10438	ENSG00000136161	3232	40.27
6545	ENSG00000136167	3944	40.21
14434	ENSG00000136169	6139	37.41
17183	ENSG00000136193	5275	43.91
7669	ENSG00000136197	2451	47.71
1803	ENSG00000136205	7618	48.46
14179	ENSG00000136206	2649	49.22
6270	ENSG00000136213	15979	50.39
11359	ENSG00000136231	4250	41.63
16424	ENSG00000136235	2862	41.79
13095	ENSG00000136237	6621	39.42
8258	ENSG00000136238	2323	45.86
12885	ENSG00000136240	2884	46.8
10146	ENSG00000136243	2529	40.52
14172	ENSG00000136244	1527	45.63
15552	ENSG00000136247	1942	47.01
15259	ENSG00000136250	2398	41.56
9305	ENSG00000136261	2101	37.77
15261	ENSG00000136270	3409	53.25
16407	ENSG00000136271	3028	53.74
9046	ENSG00000136273	2935	44.35
10373	ENSG00000136279	9618	53.2
15129	ENSG00000136280	5304	46.33
15181	ENSG00000136286	5672	59.08
5514	ENSG00000136295	4840	62.29
11066	ENSG00000136305	2409	54.84
15973	ENSG00000136315	337	48.24
6025	ENSG00000136319	5014	39.84
3118	ENSG00000136367	9182	52.73
11576	ENSG00000136371	948	40.35
9749	ENSG00000136379	2435	42.95
499	ENSG00000136381	6354	39.42
4737	ENSG00000136383	10917	48.17
6281	ENSG00000136404	2074	43.66
2277	ENSG00000136425	1598	51.28
4948	ENSG00000136436	3682	43.98
577	ENSG00000136444	2528	50.31
16395	ENSG00000136448	4999	48.75
4047	ENSG00000136449	3186	50.71
15681	ENSG00000136450	3117	43.01
15850	ENSG00000136451	3948	40.94
113	ENSG00000136457	1789	58
13449	ENSG00000136463	2304	49.33
12784	ENSG00000136478	5232	43.58
13271	ENSG00000136485	6340	43.96
14214	ENSG00000136490	3193	66.27
9418	ENSG00000136492	6048	35.92
4210	ENSG00000136504	9644	42.42
5742	ENSG00000136514	1554	42.4
1913	ENSG00000136518	1901	39.25
3068	ENSG00000136521	4046	39.72
3410	ENSG00000136522	1370	38.56
10986	ENSG00000136527	4485	38.67
5980	ENSG00000136536	5922	38.09
6449	ENSG00000136541	3793	37.18
1333	ENSG00000136560	2171	35.76
4756	ENSG00000136573	2606	46.62
9341	ENSG00000136603	7182	39.63
9775	ENSG00000136628	5014	38.15
3647	ENSG00000136630	5626	54.42
6140	ENSG00000136631	2790	39.17
2136	ENSG00000136634	1630	47.76
9679	ENSG00000136636	3931	36.04
12102	ENSG00000136643	5490	37.51
3700	ENSG00000136682	3305	36.27
17618	ENSG00000136689	1922	46.04
15060	ENSG00000136699	4896	53.96
5116	ENSG00000136709	9471	41.82
1689	ENSG00000136710	3562	51.35
13746	ENSG00000136715	4173	43.39
8001	ENSG00000136717	5141	59.66
8363	ENSG00000136718	2379	53.58
10177	ENSG00000136720	3932	53.08
14690	ENSG00000136731	10650	40.84
6503	ENSG00000136732	1805	50.2
14129	ENSG00000136738	2972	37.21
6372	ENSG00000136754	3576	38.44
8339	ENSG00000136758	4127	38.36
13915	ENSG00000136770	2106	37.73
15024	ENSG00000136783	1633	36.49
9805	ENSG00000136802	4619	53.83
5686	ENSG00000136807	2463	57.43
14304	ENSG00000136810	869	42.28
8361	ENSG00000136811	3899	49.1
7625	ENSG00000136813	7391	39.33
7544	ENSG00000136816	2769	50.46
16549	ENSG00000136819	2390	48.01
10391	ENSG00000136824	5992	35.98
8290	ENSG00000136826	2813	56.93
15402	ENSG00000136827	2076	52.06
15892	ENSG00000136828	6336	46.49
15122	ENSG00000136830	3957	54.31
17643	ENSG00000136840	1691	56.63
4131	ENSG00000136842	3343	46.76
